N,player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,porpag,adjoe,pfr,pid,ast.tov,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,extra,ET,VaCatEf
4473,Julian Murphy-Long,Winston Salem St.,ind,13,3.7,72.1,20.1,22.2,36.36,10,11.9,0,20.6,6,10,0.6,2,9,0.222,0,0,0,0,1.4,111.1,-0.142842,71.5254,4.8,49918,0,101.709,103.479,0.255473,6.80946,-16.2597,-9.40289,-6.85681,-10.9312,3.2308,-6.77237,-4.15884,0.3077,0.3077,0.6154,0,0.0769,0,0.7692,0,0,BAJO
4474,Edward Zajac,Quinnipiac,NEC,16,24.1,99.4,11.9,46,50.45,7.3,16.5,1.3,20.2,15,22,0.682,23,50,0.46,0,0,0,3.9,1.4,44,-0.0362771,83.7069,6,49928,0.16666667,100.012,104.918,1.38284,56.4215,-4.38331,-4.0097,-0.37361,-4.80359,18.8125,-4.43287,-0.370721,1.25,2.5625,3.8125,0.125,0.4375,0.6875,3.8125,0,0,BAJO
4475,King Cannon,Central Arkansas,Slnd,23,31.4,89.6,13.4,49.1,53.87,2.8,9.2,2.9,27,16,21,0.762,6,21,0.286,14,34,0.412,1.7,1.5,38.2,-0.161481,80.8582,3.7,49929,0.2105072,110.055,112.612,0.646869,48.0027,-4.67477,-2.98451,-1.69026,-4.06727,13.6522,-2.65029,-1.41698,0.3478,1.087,1.4348,0.1739,0.3478,0.2174,3.0435,6.46449,0.301120448179272,MEDIO
4476,Darryl Demps,Florida A&M,MEAC,18,5,47.1,19.6,10.5,14.35,11.9,22.6,6.4,14.4,2,4,0.5,2,16,0.125,0,3,0,1.7,0.9,21.1,-0.455311,46.7774,14.6,49933,0.6664667,100.195,101.869,0.296309,13.2104,-14.0689,-11.098,-2.97093,-19.3782,3.5,-15.3258,-4.05233,0.3889,0.6667,1.0556,0.1111,0.0556,0.0556,0.3333,2.81734,0.041666666666667,BAJO
4477,Mike Davis Jr.,UAB,CUSA,25,16.7,71.7,9.8,31.8,36.1,4.7,10.2,5.7,31.6,6,12,0.5,1,9,0.111,4,13,0.308,0,2.1,54.5,-0.722426,61.3113,3.8,49936,0.66666667,98.6574,95.7828,0.95935,39.6055,-0.397405,-2.7498,2.3524,-1.85497,9.16,-3.89649,2.04153,0.36,0.8,1.16,0.32,0.32,0,0.8,3.35412,0.190883190883191,BAJO
4478,Brett Ravenberg,Utah Valley,ind,26,52,111.6,10.6,54.7,55,8.5,13.9,5,16.3,12,22,0.545,41,75,0.547,0,0,0,2.6,0.7,29.3,0.581715,92.3237,3.5,49942,0.93343735,102.081,105.559,1.503,85.5692,0.715605,-0.0319451,0.74755,-0.323661,21.3077,-0.47484,0.151179,1.3077,2.5385,3.8462,0.5385,0.2308,0.5,3.6154,0,0,BAJO
4479,Matt Preston,USC Upstate,ASun,7,1.6,76.9,6.8,33.3,33.33,0,17.8,0,0,0,0,0,1,1,1,0,2,0,0,0,0,-0.222424,60.6515,0,49943,0,106.646,108.77,0.164801,2.89047,-11.836,-6.71762,-5.11839,-8.11909,2.7143,-5.1538,-2.9653,0,0.4286,0.4286,0,0,0,0.2857,6.24944,0.333333333333333,MEDIO
4480,BeJay Corley,Mercer,ASun,31,32.8,93.9,8.6,64.1,57.45,8.2,10.9,3,31.8,3,15,0.2,25,39,0.641,0,0,0,1.7,0.8,38.5,-0.318161,77.2858,4.7,49945,0.34996898,108.63,111.029,0.69448,67.6181,-3.27012,-1.71299,-1.55714,-3.88843,13.4516,-2.73208,-1.15636,1,1.3871,2.3871,0.2258,0.1935,0.2258,1.7097,0,0,BAJO
4481,Michael Anderson Jr.,Missouri,B12,21,7.7,72.7,12.4,27.5,30.34,2.8,12.2,14.5,30.1,2,3,0.667,1,7,0.143,3,13,0.231,0,2.4,15,-0.363535,65.463,3.8,49950,1.49973745,95.094,93.7643,0.628369,21.9425,-1.10127,-2.51197,1.4107,-2.14583,5.5714,-3.83479,1.68896,0.1429,0.619,0.7619,0.5714,0.2381,0,0.619,6.06849,0.163003663003663,BAJO
4482,Branden Miller,Cincinnati,BE,16,3.8,83.9,23.9,13.3,23.35,28,7.2,18.4,10.7,5,9,0.556,2,11,0.182,0,4,0,0,1.3,60,0.0531674,89.4541,2.5,49956,2.5,106.231,101.873,0.250029,6.58555,-0.374666,1.21135,-1.58602,-2.86433,3,0.998102,-3.86244,0.75,0.1875,0.9375,0.3125,0.0625,0,0.5625,5.12991,0.060606060606061,BAJO
4483,Jay Mitchell,Kennesaw St.,ASun,14,14.8,82.1,16.5,40,42.33,11.6,8.7,14,29.5,8,17,0.471,10,22,0.455,0,3,0,2.7,3.4,68,-0.338835,76.0079,3.4,49958,0.84611244,105.779,108.989,0.70885,28.3136,-4.56425,-4.466,-0.0982462,-3.78734,11.9286,-3.35884,-0.4285,1.2857,0.7857,2.0714,0.7857,0.6429,0.2857,2,1.12644,0.151515151515152,BAJO
4484,Zachary Wing,Fordham,A10,26,32.9,86.9,8.5,48.1,48.48,6.3,12.9,2.6,25.9,14,30,0.467,13,27,0.481,0,0,0,0.3,1.1,111.1,-0.534705,73.4094,7.6,49959,0.35710307,113.226,111.221,0.740989,58.0179,-6.57241,-4.81159,-1.76082,-9.08021,14.1923,-7.39386,-1.68634,0.8846,1.4615,2.3462,0.1923,0.2692,0.0385,1.5385,0,0,BAJO
4485,Aaron Gibbs,Presbyterian,BSth,29,48.2,104.2,9.3,59.2,57.54,5.6,16.6,4,20,7,17,0.412,42,70,0.6,0,1,0,1.7,0.7,23.9,0.133521,86.2619,4,49965,0.58819515,100.231,101.377,1.66589,92.1588,-3.15897,-3.54026,0.381291,-2.63861,19.6207,-3.10703,0.468424,0.8621,2.7241,3.5862,0.3448,0.2069,0.3103,3.1379,0.109062,0.2,BAJO
4486,Ashton Jones,North Florida,ASun,23,14.3,86.6,9.9,50,49.38,8.8,15.2,0,25.7,4,9,0.444,9,18,0.5,0,0,0,2.1,2.2,50,-0.312997,71.7765,5,49973,0,104.524,106.998,0.482851,30.6022,-8.18242,-5.71386,-2.46855,-5.45976,7.2609,-4.79451,-0.665257,0.5652,0.913,1.4783,0,0.2609,0.1304,0.9565,0,0,BAJO
4487,Cameron Rousey,USC Upstate,ASun,2,0.2,0,20,0,0,0,56.3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,-0.292406,0,0,49978,0,86.5343,98.9968,0.0946274,0.601193,-32.694,-21.8423,-10.8517,-88.1637,1,-59.3258,-28.8379,0,0.5,0.5,0,0,0,0,24.9978,0,BAJO
4488,Nathaniel Roche,Louisiana Monroe,SB,1,0.1,0,20,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-0.292406,0,0,49979,0,117.21,119.09,0.0249044,0.0903928,-23.4707,-21.7196,-1.75107,-60.8731,1,-42.8467,-18.0264,0,0,0,0,0,0,0,0,0,BAJO
4489,Alex Tolbert,Alabama St.,SWAC,5,1.2,56.7,20,37.5,33.73,25.9,29.9,0,31.9,1,5,0.2,3,7,0.429,0,1,0,0,4.3,62.5,-0.302505,53.1322,14.3,49980,0,78.9938,89.7886,0.354423,4.33428,-13.5156,-8.58239,-4.93318,-29.501,2.8,-22.9324,-6.56862,0.6,0.8,1.4,0,0.2,0,1.4,4.13072,0.142857142857143,BAJO
4490,Brady Richie,IPFW,Sum,1,0.1,0,44.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.367371,-21.6038,0,49981,0,115.97,118.435,0.0271773,0.0920563,-38.6511,-22.0384,-16.6127,-60.9065,1,-36.8073,-24.0992,0,0,0,0,0,0,0,52.5564,0,BAJO
4491,Dominic (Bo) King,Presbyterian,BSth,4,5.5,78.6,36.6,34.4,42.98,2,11,17,23.4,10,11,0.909,8,16,0.5,2,16,0.125,1.7,3.8,34.4,0.687926,96.4669,6.2,49982,0.44444444,95.3447,87.3626,2.19372,12.8976,-7.51481,-6.10257,-1.41224,-0.882072,16.25,-3.08107,2.19899,0.25,1.5,1.75,1,1,0.25,8,15.2925,0.229166666666667,BAJO
4492,Rodney Williams Jr.,Western Illinois,Sum,27,24,88.8,32.3,44.7,49.19,9.5,19.1,24.7,25.3,21,25,0.84,39,89,0.438,5,15,0.333,2.2,2,24,0.492387,98.5225,8.4,49983,0.72729501,105.575,106.402,0.686146,46.5647,-4.04701,-3.07165,-0.975357,-6.38114,10,-5.0939,-1.28723,0.7037,1.3333,2.037,0.8889,0.2963,0.1852,4.2222,3.7217,0.312734082397004,MEDIO
4493,Aubrey McAlpine,Hampton,MEAC,1,0.2,206.7,30.8,100,102.56,36.9,0,0,0,2,2,1,1,1,1,0,0,0,0,0,200,1.47724,226.173,0,49984,0,103.512,107.747,0.192794,0.268403,16.0052,26.7792,-10.774,50.0252,3,42.7573,7.26784,1,0,1,0,0,0,4,0,0,BAJO
4494,Jamar Briscoe,North Carolina Central,ind,28,80.2,87.8,30.2,44.7,49.88,1.5,6.8,22.4,22.8,115,152,0.757,103,253,0.407,54,159,0.34,0,3,36.9,1.32801,95.7894,3.2,49985,0.65516907,112.479,116.414,1.1356,150.946,-5.35786,-1.18866,-4.16921,-4.29768,33.2143,-0.830866,-3.46681,0.5,1.8571,2.3571,2.7143,1.7857,0,17.25,9.42766,0.305516195590027,MEDIO
4495,Ben Vega,Florida Gulf Coast,ASun,11,12.2,72.8,29.2,39.1,45.4,0.8,10.3,20,32.8,16,21,0.762,14,35,0.4,5,20,0.25,0.8,3.1,38.2,-0.197929,79.9694,4.4,49986,0.48000172,101.191,99.8597,1.21622,28.6926,-9.83476,-7.69637,-2.13839,-4.68597,13.2727,-4.62373,-0.0622394,0.0909,1.2727,1.3636,1.0909,0.7273,0.0909,5.3636,7.62653,0.258333333333333,BAJO
4496,Kyle Jazwiecki,Presbyterian,BSth,3,1.7,63.9,28.8,16.7,37.97,6.4,12,0,32.3,4,4,1,1,6,0.167,0,0,0,16.3,0,66.7,-0.229393,74.3508,12,49987,0,94.6558,84.4656,0.967004,4.0713,-15.1903,-17.1327,1.94244,-5.90209,6.6667,-9.50011,3.59802,0.3333,0.6667,1,0,0,1,2,0,0,BAJO
4497,Gordon Watt,Houston Baptist,ind,29,80.9,96,28.8,50,52.59,7.8,22.7,12.5,19.8,104,167,0.623,131,259,0.506,45,138,0.326,1.9,2.7,42.1,2.34907,105.198,4.1,49988,0.48980557,109.95,108.417,1.98863,195.94,-0.935918,0.119651,-1.05557,-0.0585941,32.4828,1.92655,-1.98515,2.4483,6.2414,8.6897,1.6552,1.5862,0.5862,17.2759,8.08551,0.331640646858038,MEDIO
4498,Don Trifari,Bryant,ind,3,0.8,12.1,28.7,0,0,13.2,14.1,0,24.6,0,0,0,0,3,0,0,1,0,0,0,0,-0.767389,10.5504,4.4,49989,0,120.904,130.742,-0.0310544,0.327118,-44.4656,-30.3689,-14.0967,-38.9788,3,-19.1702,-19.8086,0.3333,0.3333,0.6667,0,0,0,0,0,0,BAJO
4499,C.J. Jackson,Illinois,B10,13,1.6,91,28,100,91.84,23.5,10.4,9.3,51.5,3,4,0.75,3,3,1,0,0,0,4.9,5.8,133.3,0.117382,104.256,7.3,49990,0.19994799,81.0408,79.0651,0.277183,5.48461,9.52333,0.775932,8.7474,5.13523,1.6923,-0.90922,6.04445,0.3077,0.1538,0.4615,0.0769,0.1538,0.0769,0.6923,0,0,BAJO
4500,Carey Butterworth,Florida Gulf Coast,ASun,2,0.2,47.3,27.9,0,0,0,0,92.3,100,0,0,0,0,0,0,0,0,0,0,0,0,-0.103375,54.476,0,49991,1,113.996,101.015,0.0876234,0.185978,-60.0478,-35.3822,-24.6656,-14.1338,1,-11.9594,-2.17446,0,0,0,0.5,0,0,0,0,0,BAJO
4501,Aaron Garriott,SIU Edwardsville,ind,15,53.7,71.7,27.2,34.5,41.19,2,9.1,18,25.5,32,42,0.762,19,58,0.328,14,58,0.241,0.3,1.9,36.2,-0.538437,77.0386,4.8,49992,0.63414188,107.713,106.593,1.46547,54.301,-6.91434,-5.24293,-1.67141,-7.53461,21.4667,-5.49424,-2.04037,0.4,1.8,2.2,1.7333,0.7333,0.0667,7.4667,9.78517,0.229885057471264,BAJO
4502,Darnell Lindsay,Tennessee Tech,OVC,28,44.2,92.8,26,49.7,51.16,8.4,10.2,14.4,24.2,36,63,0.571,76,144,0.528,12,45,0.267,1.2,2.7,33.3,0.722222,96.0401,3.8,49993,0.59650243,103.666,103.742,1.3818,90.5038,-2.59228,-1.41417,-1.1781,-1.89166,17.6786,-0.514679,-1.37698,1.3929,1.6429,3.0357,1.2143,0.8571,0.2143,8,4.96332,0.309259259259259,MEDIO
4503,Justin Dennis,Cal St. Bakersfield,ind,10,5.7,52.3,25.8,17.4,23.21,3.3,5.8,18.3,28.9,4,6,0.667,1,9,0.111,2,14,0.143,0,1.9,26.1,-0.673687,54.3983,1.2,49994,0.75000002,111.664,112.72,0.305547,9.11843,-13.0677,-9.19518,-3.87253,-10.6098,6.5,-6.44185,-4.16792,0.2,0.3,0.5,0.6,0.2,0,1.2,13.0948,0.108465608465608,BAJO
4504,Brooks Taylor,Central Arkansas,Slnd,22,60.9,96.4,24.8,44.2,50.83,3.7,7.8,14,18.2,73,92,0.793,63,145,0.434,21,69,0.304,0.2,1,43,1.69649,101.928,4.7,49995,0.67392037,112.432,115.443,1.03971,82.0745,-4.14326,-0.138065,-4.00519,-3.91928,27.6818,-0.859856,-3.05942,0.9545,1.8636,2.8182,1.4091,0.4545,0.0455,11.9091,6.7642,0.297001499250375,MEDIO
4505,Brandon Chambers,Kennesaw St.,ASun,7,5.7,64.4,24.6,46.9,45.09,6.7,4.1,7.4,39.7,2,6,0.333,6,13,0.462,1,3,0.333,0,5.8,37.5,-0.635106,64.2483,7.5,49996,0.199986,102.766,113.453,0.406543,12.2931,-10.5138,-9.30286,-1.21093,-8.47776,9.1429,-9.07964,0.601878,0.5714,0.2857,0.8571,0.2857,0.8571,0,2.4286,2.92478,0.320512820512821,MEDIO
4506,Baron Sauls,Houston Baptist,ind,28,82.7,103.2,23.9,51.2,55.21,4,10.2,26.3,21.2,82,105,0.781,98,198,0.495,49,137,0.358,1.1,2.9,31.3,2.70043,106.972,2.7,49998,1.25841563,115.101,113.377,1.53682,162.81,0.991688,2.51119,-1.5195,1.38336,34.4286,2.91352,-1.53017,1.3214,2.9643,4.2857,4,1.8214,0.3571,15.1786,7.9593,0.343815281771486,MEDIO
4507,Champ Oguchi,Illinois St.,MVC,34,76.9,114.1,23.2,52.5,57.01,3.8,16.5,9.2,13,104,127,0.819,72,165,0.436,90,229,0.393,1.5,2,32.2,3.83996,120.263,3.2,49999,0.84614885,95.3308,94.6237,3.37563,198.366,4.61125,3.75006,0.861182,5.88104,31.6471,4.70138,1.17967,1,4.4412,5.4412,1.2941,1,0.4118,15.2353,13.2277,0.341961095672886,MEDIO
4508,Byron Mullens,Ohio St.,B10,33,50.3,106.2,23.2,63.8,62.88,11.6,17.1,3.3,20.9,52,93,0.559,120,187,0.642,0,1,0,6.8,1.5,49.5,2.24407,116.434,4.1,50000,0.17644775,95.2855,90.4165,2.50107,132.228,2.75191,0.948526,1.80338,3.57823,20.3333,2.14146,1.43677,1.6667,3,4.6667,0.2727,0.4848,1.1212,8.8485,0.0947832,0.213903743315508,BAJO
4509,Shaun Curtis,Utah Valley,ind,18,7.5,70.5,22.6,38.9,51.12,1.7,11.6,20.8,46.1,9,14,0.643,2,4,0.5,1,5,0.2,0,1.6,155.6,-0.224516,69.2035,6.5,50001,0.69232902,101.81,106.403,0.293305,12.1217,-9.80741,-8.28564,-1.52177,-9.94424,4.4444,-9.03825,-0.905985,0.0556,0.4444,0.5,0.5,0.1111,0,0.8889,3.4174,0.266666666666667,BAJO
4510,Emanuel Willis,Houston Baptist,ind,19,31.6,84.7,22.6,41.3,43.05,7,19.3,4.3,15.2,22,42,0.524,54,131,0.412,2,7,0.286,5.6,1.7,30.4,0.0954801,85.6969,6.4,50002,0.30433706,112.653,112.901,0.88279,67.2028,-7.13373,-5.51572,-1.61802,-7.56055,19.3684,-4.94122,-2.61933,1.3158,3.1579,4.4737,0.3684,0.5789,1.0526,7.1579,1.11309,0.280261723009815,MEDIO
4511,Barry Wellington,SIU Edwardsville,ind,15,73.3,83.4,22.3,45.3,50.18,3,11.2,10.2,24.3,34,43,0.791,44,103,0.427,12,34,0.353,0,3,31.4,0.108799,85.3358,2.1,50003,0.43183446,105.15,104.057,2.26071,83.9964,-2.78395,-3.3769,0.592949,-2.02249,29.3333,-2.08684,0.0643493,0.8,3,3.8,1.2667,1.6,0,10.5333,4.20233,0.318865410241767,MEDIO
4512,Jimmy Williams Jr.,South Carolina St.,MEAC,27,59.7,97.8,22.3,56.3,56.71,6,16.3,23.2,28.5,45,81,0.556,53,97,0.546,30,77,0.39,1.1,2.7,46.6,1.15163,98.1594,4.9,50004,1,94.3318,103.016,1.92742,139.947,1.45431,1.04681,0.407496,1.24007,24,0.390216,0.849856,1.2222,3.6667,4.8889,2.6667,1.1111,0.2593,8.9259,6.80178,0.376935778997635,MEDIO
4513,Gary Garris,NJIT,ind,31,80.7,82,22,44,46.45,4.4,16,9.8,23.6,46,68,0.676,93,205,0.454,33,119,0.277,1.5,2.9,21,-0.481979,79.9654,4.6,50005,0.3563157,97.9824,102.972,2.61013,201.629,-5.17339,-5.04753,-0.125857,-4.21616,32.2903,-4.09993,-0.11623,1.3226,4.3548,5.6774,1,1.5806,0.4194,10.6774,7.11572,0.289874974379996,MEDIO
4514,Kal Bay,Idaho St.,BSky,15,24.8,87.7,21.9,45.3,48.77,0.4,5.5,14.7,24.9,15,18,0.833,10,26,0.385,22,69,0.319,0.4,1.2,18.9,0.586932,92.6974,4.4,50006,0.81483333,111.399,105.205,1.46635,39.3468,-5.2416,-1.55641,-3.68519,-3.40283,21.0667,-1.34348,-2.05934,0.0667,0.9333,1,1.4667,0.4,0.0667,6.7333,13.9077,0.287625418060201,MEDIO
4515,Jemarcus McClinton,Winston Salem St.,ind,20,23.8,86.1,21.9,43,44.74,4.7,9.8,11.9,18.7,13,23,0.565,34,67,0.507,4,26,0.154,0,3.3,24.7,0.101653,86.4668,2.8,50007,0.63157898,98.9109,104.479,1.00679,49.4805,-4.99475,-3.01021,-1.98454,-3.13776,13.4,-2.29992,-0.837844,0.6,1.05,1.65,0.6,0.75,0,4.65,5.62107,0.246077305778798,BAJO
4516,Roy Hinson III,Gardner Webb,BSth,6,2.3,35.7,21.3,0,6.29,16.8,17.9,6.2,31.7,1,2,0.5,0,5,0,0,2,0,0,0,28.6,-0.695993,36.1291,6.4,50008,0.33340001,108.704,104.961,0.308054,4.03643,-18.2898,-13.364,-4.92578,-18.7942,4.1667,-11.3272,-7.46705,0.6667,0.6667,1.3333,0.1667,0,0,0.1667,4.46446,0,BAJO
4517,Allan  Chaney,Florida,SEC,23,15.7,94.5,20.5,46.7,49.27,12.5,12.9,7.6,23.8,12,19,0.632,27,56,0.482,1,5,0.2,1.9,3.1,31.1,0.396118,95.8845,6,50009,0.52632854,96.4362,95.603,1.04553,46.0738,0.411225,-0.874386,1.28561,-2.36805,9.8261,-2.54549,0.17744,1.0435,1.087,2.1304,0.4348,0.5217,0.1739,3,1.28266,0.260714285714286,BAJO
4518,Jeremy Havard,Houston Baptist,ind,24,19,79.7,20.4,40.4,47.18,7.5,10.7,0.9,26.7,25,40,0.625,21,52,0.404,0,0,0,1.9,1.3,76.9,-0.13672,79.9881,6.7,50010,0.04548926,117.689,116.183,0.322218,33.9088,-12.0598,-7.57849,-4.48134,-10.1803,9.2083,-6.47511,-3.70518,0.6667,0.8333,1.5,0.0417,0.2083,0.1667,2.7917,0,0,BAJO
4519,Jerrann Wright,Bryant,ind,29,47.9,91.7,19.9,49.3,49.91,9.6,12.6,9.5,20.7,25,49,0.51,68,138,0.493,0,0,0,1.4,1.2,35.5,0.376982,89.9334,4.6,50012,0.55558241,111.33,115.221,0.735072,79.9077,-6.6859,-3.47016,-3.21575,-6.95699,19.1724,-3.49908,-3.45791,1.5517,1.8966,3.4483,0.6897,0.3448,0.2069,5.5517,0,0,BAJO
4520,Jordan Fair,North Florida,ASun,23,14.7,55.2,19.7,33.9,37.76,1.3,13.3,17.4,45,6,10,0.6,3,13,0.231,5,18,0.278,0,3.6,32.3,-0.76744,54.5319,4.4,50013,0.55998157,103.358,105.413,0.538222,33.0121,-9.99786,-9.24131,-0.756546,-9.02137,7.4783,-8.54851,-0.472856,0.087,0.8261,0.913,0.6087,0.4348,0,1.1739,6.37857,0.215811965811966,BAJO
4521,Patrick Carlson,Cal St. Bakersfield,ind,19,22.8,102.4,19.6,44.8,46.03,6.7,5.3,10.1,10.7,5,6,0.833,16,39,0.41,18,57,0.316,0,1.4,6.3,0.730301,100.011,2.8,50014,1.22208148,112.716,114.154,0.56185,34.2935,-1.75583,1.56108,-3.3169,-0.614008,13.6316,1.72747,-2.34147,0.8421,0.5789,1.4211,0.5789,0.3158,0,4.7895,13.3286,0.294646873594242,MEDIO
4522,Peter Lambert,Bryant,ind,29,53.7,98.6,19.3,50.3,51.32,2.5,7.9,10.7,13.8,14,20,0.7,7,14,0.5,62,185,0.335,0.6,1.4,10.1,0.862586,95.8382,2.9,50015,1,113.515,117.482,0.65863,80.7737,-3.92261,1.09227,-5.01488,-3.0225,21.4828,0.991073,-4.01357,0.4483,1.3448,1.7931,0.8966,0.4828,0.1034,7.3793,18.8527,0.334234234234234,MEDIO
4523,Drew Ferry,Valparaiso,Horz,20,6.9,70.5,19.2,29.5,33.64,1.5,6.4,8.2,16.1,5,10,0.5,2,7,0.286,3,15,0.2,0,1.6,45.5,-0.177405,71.4856,3,50016,0.75000002,108.445,108.123,0.251844,10.6733,-8.66786,-4.58207,-4.08579,-8.13297,4,-4.89544,-3.23754,0.05,0.2,0.25,0.15,0.1,0,0.9,11.5653,0.195238095238095,BAJO
4524,Jin-Soo Kim,Maryland,ACC,21,9.6,68.2,19.2,34.5,37.51,3.9,15.4,0,26.9,5,7,0.714,7,21,0.333,5,21,0.238,3.8,2.6,16.7,-0.314337,70.1127,5.6,50017,0,96.2872,92.5246,0.749349,28.9936,-7.092,-6.5877,-0.504293,-4.73222,6.4762,-5.68886,0.956631,0.2381,0.9048,1.1429,0,0.2857,0.2381,1.619,9.01592,0.23015873015873,BAJO
4525,Dominque Johnson,Norfolk St.,MEAC,4,0.9,37.5,18.9,0,17.24,10.2,0,0,27.1,1,4,0.25,0,1,0,0,0,0,0,0,400,-0.46168,35.8854,10.9,50018,0,111.946,129.156,-0.0275684,1.10826,-20.8129,-12.1919,-8.62096,-24.2494,2.75,-15.5503,-8.69906,0.25,0,0.25,0,0,0,0.25,0,0,BAJO
4526,John Edmison,SIU Edwardsville,ind,15,64.5,87.1,18.9,45.5,47,1.4,17.2,11.3,15.6,13,21,0.619,20,53,0.377,24,70,0.343,0.2,1,17.1,0.0948934,85.3269,4.9,50019,0.90478575,106.275,105.17,1.88873,70.097,-2.82341,-2.01876,-0.804652,-2.92585,25.8,-2.21809,-0.707753,0.3333,4.0667,4.4,1.2667,0.4667,0.0667,8.3333,9.83226,0.297214734950584,MEDIO
4527,Norbert Randall,North Carolina Central,ind,10,9.4,76.6,18.8,53.6,51.86,9.4,13.3,0,32.4,2,6,0.333,15,27,0.556,0,1,0,3.7,2,21.4,-0.362066,74.6943,11,50020,0,109.324,107.035,0.727391,20.5962,-12.5819,-8.43774,-4.14411,-9.68177,10.9,-8.59802,-1.08376,1,1.2,2.2,0,0.4,0.4,3.2,0.505887,0.185185185185185,BAJO
4528,Gaby Belardo,South Florida,BE,18,3.9,98,18.8,28.6,38.58,13.6,6.9,4.3,6.9,5,6,0.833,1,7,0.143,2,7,0.286,0,3.9,42.9,0.170761,102.344,4.9,50021,1,101.045,94.8921,0.29637,8.61896,1.2173,1.43892,-0.22162,1.31578,2.7222,0.260134,1.05564,0.3333,0.1667,0.5,0.0556,0.1667,0,0.7222,9.16938,0.19047619047619,BAJO
4529,Pete Peregrin,Seton Hall,BE,5,1.2,37.6,18.5,0,25.32,0,14.6,0,41.2,2,2,1,0,2,0,0,1,0,0,0,66.7,-0.514932,34.8018,2.7,50022,0,107.594,116.798,0.0985693,2.13521,-17.4171,-13.0257,-4.39136,-16.7091,3,-11.3892,-5.31991,0,0.4,0.4,0,0,0,0.4,3.79126,0,BAJO
4530,Octavius Spann,Marshall,CUSA,27,29.3,76.3,18.3,32.5,36.89,8,17.1,8.6,25,16,25,0.64,18,60,0.3,6,23,0.261,1,1.9,30.1,-0.376121,75.6556,6.1,50023,0.57694703,106.229,103.541,0.99259,59.8167,-4.17483,-4.05791,-0.116914,-5.67903,12.7037,-4.90686,-0.772163,0.8519,1.5556,2.4074,0.5556,0.4074,0.1111,2.5926,4.05555,0.230434782608696,BAJO
4531,Cody Worsham,Nicholls St.,Slnd,1,0.1,212.3,18.2,0,0,141.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387971,196.074,0,50024,0,108.941,102.717,0.0817196,0.0898153,-7.63337,12.5498,-20.1832,14.8519,1,26.8037,-11.9518,1,0,1,0,0,0,0,0,0,BAJO
4532,Mike Ladd,Fresno St.,WAC,33,65.6,112.7,18.1,52.5,55.58,7.5,8.8,11.8,12.8,55,76,0.724,80,155,0.516,31,86,0.36,0.7,1.7,31.5,2.28619,109.377,2.4,50025,1.38231586,106.659,105.122,1.92521,131.633,0.801166,2.0757,-1.27454,1.39408,26.6364,2.15962,-0.765542,1.6667,2.0606,3.7273,1.4242,0.7576,0.1818,9.3333,5.8551,0.352275568892223,MEDIO
4533,Tyler Auerbacher,North Florida,ASun,14,8.5,61.5,18.1,28.8,29.46,2.3,3.6,2.3,13.5,1,2,0.5,5,11,0.455,3,22,0.136,0,1.8,6.1,-0.605622,59.8326,2.4,50026,0.24991251,112.006,111.27,0.371698,12.7518,-10.9207,-6.02783,-4.89288,-8.69156,7.1429,-5.25373,-3.43784,0.1429,0.2143,0.3571,0.0714,0.2143,0,1.4286,13.4825,0.21969696969697,BAJO
4534,Diontae Gibson,Winston Salem St.,ind,21,51.5,74.7,18,34.8,38.41,3.6,8.6,9.9,21.6,33,62,0.532,40,123,0.325,7,22,0.318,0,1.5,42.8,-1.23788,71.2512,3.5,50027,0.64105326,102.964,108.332,1.70574,88.0287,-7.91732,-5.53226,-2.38506,-7.56399,27.5714,-5.80844,-1.75555,0.9524,1.9048,2.8571,1.1905,0.7143,0,6.381,2.19805,0.267491993101749,BAJO
4535,Cameron Lovelace,North Florida,ASun,29,38.6,72.6,18,35.3,36.48,1.7,5.3,9.1,18.7,6,8,0.75,9,50,0.18,26,86,0.302,0.5,0.8,5.9,-0.810475,69.1523,1.8,50028,0.71998608,113.336,116.059,0.547348,53.1599,-9.10055,-4.76803,-4.33252,-7.30719,15.5862,-3.69191,-3.61529,0.2414,0.6897,0.931,0.6207,0.2069,0.069,3.5172,11.6059,0.211162790697674,BAJO
4536,Brandon Dunson,SIU Edwardsville,ind,7,17.8,57.4,17.9,21.7,28.11,3,4.1,5.7,17,6,8,0.75,5,21,0.238,1,9,0.111,0,1,26.7,-1.55729,54.9071,4.9,50029,0.50005835,111.71,110.892,0.815486,14.3294,-10.4716,-7.77118,-2.70042,-13.1031,15.2857,-8.88279,-4.22034,0.4286,0.5714,1,0.4286,0.2857,0,2.7143,4.58076,0.134920634920635,BAJO
